pod,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,power.draw,power.limit,temperature.gpu,utilization.gpu,utilization.memory,clocks_throttle_reasons.active,memory.used
l4c2838z20o6va,2026/07/30 20:21:30.521, 4, 8, 2520 MHz, 10251 MHz, 83.60 W, 450.00 W, 63, 31 %, 1 %, 0x0000000000000000, 3634 MiB
l4c2838z20o6va,2026/07/30 20:22:02.264, 4, 8, 2520 MHz, 10251 MHz, 79.57 W, 450.00 W, 62, 0 %, 0 %, 0x0000000000000000, 5706 MiB
l4c2838z20o6va,2026/07/30 20:22:33.473, 4, 8, 2610 MHz, 10251 MHz, 106.39 W, 450.00 W, 63, 77 %, 3 %, 0x0000000000000000, 6174 MiB
l4c2838z20o6va,2026/07/30 20:23:04.729, 4, 8, 2610 MHz, 10251 MHz, 107.26 W, 450.00 W, 64, 77 %, 3 %, 0x0000000000000000, 6174 MiB
l4c2838z20o6va,2026/07/30 20:23:36.063, 4, 8, 2610 MHz, 10251 MHz, 108.52 W, 450.00 W, 65, 77 %, 2 %, 0x0000000000000000, 6174 MiB
l4c2838z20o6va,2026/07/30 20:24:07.185, 4, 8, 2595 MHz, 10251 MHz, 135.11 W, 450.00 W, 67, 46 %, 4 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:24:38.849, 4, 8, 2595 MHz, 10251 MHz, 137.35 W, 450.00 W, 68, 34 %, 18 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:25:10.213, 4, 8, 2595 MHz, 10251 MHz, 127.63 W, 450.00 W, 66, 56 %, 18 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:25:41.484, 4, 8, 2595 MHz, 10251 MHz, 128.00 W, 450.00 W, 67, 32 %, 19 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:26:12.598, 4, 8, 2595 MHz, 10251 MHz, 125.15 W, 450.00 W, 67, 48 %, 10 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:26:43.803, 4, 8, 2595 MHz, 10251 MHz, 119.23 W, 450.00 W, 67, 60 %, 2 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:27:14.925, 4, 8, 2595 MHz, 10251 MHz, 120.50 W, 450.00 W, 67, 55 %, 2 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:27:46.088, 4, 8, 2595 MHz, 10251 MHz, 106.47 W, 450.00 W, 66, 0 %, 0 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:28:17.251, 4, 8, 2595 MHz, 10251 MHz, 113.62 W, 450.00 W, 68, 64 %, 2 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:28:48.468, 4, 8, 2595 MHz, 10251 MHz, 120.06 W, 450.00 W, 67, 24 %, 6 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:29:20.854, 4, 8, 2595 MHz, 10251 MHz, 134.59 W, 450.00 W, 68, 51 %, 10 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:29:52.677, 4, 8, 2595 MHz, 10251 MHz, 137.22 W, 450.00 W, 67, 57 %, 17 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:30:24.179, 4, 8, 2595 MHz, 10251 MHz, 136.25 W, 450.00 W, 67, 30 %, 5 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:30:55.444, 4, 8, 2595 MHz, 10251 MHz, 138.51 W, 450.00 W, 68, 49 %, 5 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:31:26.676, 4, 8, 2595 MHz, 10251 MHz, 134.94 W, 450.00 W, 67, 50 %, 10 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:31:57.985, 4, 8, 2595 MHz, 10251 MHz, 136.14 W, 450.00 W, 68, 54 %, 14 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:32:29.234, 4, 8, 2595 MHz, 10251 MHz, 135.24 W, 450.00 W, 67, 54 %, 14 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:33:00.439, 4, 8, 2595 MHz, 10251 MHz, 136.82 W, 450.00 W, 67, 54 %, 14 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:33:31.558, 4, 8, 2595 MHz, 10251 MHz, 136.63 W, 450.00 W, 67, 52 %, 12 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:34:02.701, 4, 8, 2595 MHz, 10251 MHz, 136.60 W, 450.00 W, 68, 56 %, 16 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:34:33.938, 4, 8, 2595 MHz, 10251 MHz, 135.09 W, 450.00 W, 68, 54 %, 14 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:35:05.123, 4, 8, 2595 MHz, 10251 MHz, 128.91 W, 450.00 W, 67, 57 %, 17 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:35:36.239, 4, 8, 2595 MHz, 10251 MHz, 135.45 W, 450.00 W, 68, 57 %, 17 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:36:07.330, 4, 8, 2595 MHz, 10251 MHz, 136.37 W, 450.00 W, 67, 48 %, 5 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:36:38.431, 4, 8, 2595 MHz, 10251 MHz, 134.54 W, 450.00 W, 69, 54 %, 17 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:37:10.558, 4, 8, 2595 MHz, 10251 MHz, 136.78 W, 450.00 W, 67, 28 %, 16 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:37:41.901, 4, 8, 2595 MHz, 10251 MHz, 125.61 W, 450.00 W, 67, 69 %, 2 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:38:13.579, 4, 8, 2595 MHz, 10251 MHz, 110.58 W, 450.00 W, 66, 71 %, 2 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:38:44.856, 4, 8, 2595 MHz, 10251 MHz, 107.50 W, 450.00 W, 66, 69 %, 2 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:39:16.030, 4, 8, 2595 MHz, 10251 MHz, 107.68 W, 450.00 W, 66, 31 %, 7 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:39:47.291, 4, 8, 2595 MHz, 10251 MHz, 120.49 W, 450.00 W, 67, 35 %, 7 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:40:18.485, 4, 8, 2595 MHz, 10251 MHz, 122.84 W, 450.00 W, 67, 43 %, 4 %, 0x0000000000000000, 8188 MiB
l4c2838z20o6va,2026/07/30 20:40:49.594, 4, 8, 2595 MHz, 10251 MHz, 111.92 W, 450.00 W, 67, 63 %, 2 %, 0x0000000000000000, 8190 MiB
l4c2838z20o6va,2026/07/30 20:41:20.748, 4, 8, 2595 MHz, 10251 MHz, 122.05 W, 450.00 W, 67, 32 %, 15 %, 0x0000000000000000, 8190 MiB
l4c2838z20o6va,2026/07/30 20:41:51.993, 4, 8, 2595 MHz, 10251 MHz, 120.07 W, 450.00 W, 67, 29 %, 16 %, 0x0000000000000000, 8190 MiB
l4c2838z20o6va,2026/07/30 20:42:23.087, 4, 8, 2595 MHz, 10251 MHz, 112.92 W, 450.00 W, 67, 47 %, 5 %, 0x0000000000000000, 8190 MiB
l4c2838z20o6va,2026/07/30 20:42:54.252, 4, 8, 2595 MHz, 10251 MHz, 126.86 W, 450.00 W, 67, 47 %, 6 %, 0x0000000000000000, 8190 MiB
l4c2838z20o6va,2026/07/30 20:43:25.422, 4, 8, 2595 MHz, 10251 MHz, 117.25 W, 450.00 W, 67, 64 %, 2 %, 0x0000000000000000, 8190 MiB
l4c2838z20o6va,2026/07/30 20:43:56.580, 4, 8, 2595 MHz, 10251 MHz, 126.87 W, 450.00 W, 67, 54 %, 15 %, 0x0000000000000000, 8190 MiB
l4c2838z20o6va,2026/07/30 20:44:27.686, 4, 8, 2595 MHz, 10251 MHz, 108.78 W, 450.00 W, 66, 81 %, 2 %, 0x0000000000000000, 8190 MiB
l4c2838z20o6va,2026/07/30 20:44:58.886, 4, 8, 2595 MHz, 10251 MHz, 107.87 W, 450.00 W, 65, 77 %, 3 %, 0x0000000000000000, 8190 MiB
l4c2838z20o6va,2026/07/30 20:45:30.020, 4, 8, 2520 MHz, 10251 MHz, 86.79 W, 450.00 W, 64, 0 %, 0 %, 0x0000000000000000, 8190 MiB
l4c2838z20o6va,2026/07/30 20:46:01.164, 1, 8, 210 MHz, 405 MHz, 31.58 W, 450.00 W, 60, 0 %, 0 %, 0x0000000000000001, 4 MiB
l4c2838z20o6va,2026/07/30 20:46:32.288, 4, 8, 2520 MHz, 10251 MHz, 81.29 W, 450.00 W, 62, 0 %, 0 %, 0x0000000000000000, 3378 MiB
l4c2838z20o6va,2026/07/30 20:47:03.600, 4, 8, 2520 MHz, 10251 MHz, 81.32 W, 450.00 W, 62, 0 %, 0 %, 0x0000000000000000, 3508 MiB
l4c2838z20o6va,2026/07/30 20:47:34.962, 4, 8, 2520 MHz, 10251 MHz, 78.87 W, 450.00 W, 62, 0 %, 0 %, 0x0000000000000000, 5706 MiB
l4c2838z20o6va,2026/07/30 20:48:06.088, 1, 8, 210 MHz, 405 MHz, 31.56 W, 450.00 W, 59, 0 %, 0 %, 0x0000000000000001, 5706 MiB
l4c2838z20o6va,2026/07/30 20:48:37.233, 4, 8, 2610 MHz, 10251 MHz, 105.44 W, 450.00 W, 64, 42 %, 1 %, 0x0000000000000000, 6154 MiB
l4c2838z20o6va,2026/07/30 20:49:08.361, 4, 8, 2610 MHz, 10251 MHz, 107.46 W, 450.00 W, 65, 42 %, 1 %, 0x0000000000000000, 6154 MiB
l4c2838z20o6va,2026/07/30 20:49:39.461, 4, 8, 2610 MHz, 10251 MHz, 106.53 W, 450.00 W, 65, 57 %, 1 %, 0x0000000000000000, 6154 MiB
l4c2838z20o6va,2026/07/30 20:50:10.564, 4, 8, 2610 MHz, 10251 MHz, 106.78 W, 450.00 W, 65, 47 %, 1 %, 0x0000000000000000, 6154 MiB
l4c2838z20o6va,2026/07/30 20:50:41.761, 4, 8, 2610 MHz, 10251 MHz, 100.66 W, 450.00 W, 65, 38 %, 1 %, 0x0000000000000000, 10508 MiB
l4c2838z20o6va,2026/07/30 20:51:12.889, 4, 8, 2520 MHz, 10251 MHz, 94.25 W, 450.00 W, 65, 40 %, 1 %, 0x0000000000000000, 10512 MiB
l4c2838z20o6va,2026/07/30 20:51:44.071, 4, 8, 2520 MHz, 10251 MHz, 99.15 W, 450.00 W, 64, 20 %, 1 %, 0x0000000000000000, 10512 MiB
l4c2838z20o6va,2026/07/30 20:52:15.181, 4, 8, 2520 MHz, 10251 MHz, 98.45 W, 450.00 W, 64, 40 %, 4 %, 0x0000000000000000, 10512 MiB
l4c2838z20o6va,2026/07/30 20:52:46.336, 4, 8, 2520 MHz, 10251 MHz, 100.02 W, 450.00 W, 64, 12 %, 1 %, 0x0000000000000000, 10512 MiB
l4c2838z20o6va,2026/07/30 20:53:17.446, 4, 8, 2520 MHz, 10251 MHz, 102.32 W, 450.00 W, 64, 12 %, 1 %, 0x0000000000000000, 10512 MiB
